"","Gene","Gene.name","Tissue","TPM","pTPM","nTPM"
"6785","ENSG00000002746","HECW1","nucleus raphe obscurus",10.7,15.7,0
"6786","ENSG00000002746","HECW1","nucleus raphe pallidus",13.1,19.4,0
"6787","ENSG00000002746","HECW1","nucleus reuniens",14,19.2,0
"6788","ENSG00000002746","HECW1","nucleus rhomboideus",14.1,18.9,0
"6789","ENSG00000002746","HECW1","nucleus tractus solitarii",16.7,23.8,0
"6790","ENSG00000002746","HECW1","occipital cortex",32.5,44.7,7.9
"6791","ENSG00000002746","HECW1","occipital cortex (white matter)",20.6,27.5,2.2
"6792","ENSG00000002746","HECW1","olfactory area",28.6,41.2,2.2
"6793","ENSG00000002746","HECW1","olfactory tubercle",32.2,46.2,1.8
"6794","ENSG00000002746","HECW1","orbitofrontal gyrus, anterior",5.5,9.1,2.1
"6795","ENSG00000002746","HECW1","orbitofrontal gyrus, lateral",2.8,3.3,2.5
"6796","ENSG00000002746","HECW1","orbitofrontal gyrus, medial",1.5,1.7,1.9
"6797","ENSG00000002746","HECW1","orbitofrontal gyrus, posterior",2.7,3.2,2.3
"6798","ENSG00000002746","HECW1","ovary",0.4,0.5,0.3
"6799","ENSG00000002746","HECW1","pancreas",0,0,0
"6800","ENSG00000002746","HECW1","paracentral lobule, anterior",32.5,44.2,5
"6801","ENSG00000002746","HECW1","paracentral lobule, posterior",24.9,33.5,1.1
"6802","ENSG00000002746","HECW1","parahippocampal cortex",24.3,33.8,0.2
"6803","ENSG00000002746","HECW1","parahippocampal cortex (white matter)",24,35.4,0
"6804","ENSG00000002746","HECW1","paramedian reticular nucleus",19.3,27.2,0
"6805","ENSG00000002746","HECW1","parathyroid gland",0.4,0.4,0.2
"6806","ENSG00000002746","HECW1","paraventricular nucleus",13.6,19.5,0
"6807","ENSG00000002746","HECW1","parietal cortex",1.3,1.5,1.5
"6808","ENSG00000002746","HECW1","parietal operculum",24.6,32.6,5.1
"6809","ENSG00000002746","HECW1","parieto-insular cortex",36.9,52.8,4
"6810","ENSG00000002746","HECW1","parieto-occipital transitional area",21.7,30.4,0.7
"6811","ENSG00000002746","HECW1","parieto-temporal junction (white matter)",7.7,12.5,0
"6812","ENSG00000002746","HECW1","parvicellular reticular nuclei",14.2,20,0
"6813","ENSG00000002746","HECW1","parvicellular reticular nuclei, medullary",18,24.4,0
"6814","ENSG00000002746","HECW1","pedunculopontine tegmental nucleus",23.6,34.5,0
"6815","ENSG00000002746","HECW1","periaquaductal grey, anterior",29.7,40.7,0
"6816","ENSG00000002746","HECW1","periaquaductal grey, dorsal",21.5,29.9,0
"6817","ENSG00000002746","HECW1","periaquaductal grey, lateral",21.6,30.9,0
"6818","ENSG00000002746","HECW1","perirhinal gyrus",34.1,49.6,1.1
"6819","ENSG00000002746","HECW1","peritrigeminal nucleus",13.8,19.6,0
"6820","ENSG00000002746","HECW1","piriform cortex",20.2,30,0.1
"6821","ENSG00000002746","HECW1","placenta",0.2,0.2,0.1
"6822","ENSG00000002746","HECW1","pontine nuclei",30.4,42.5,0.3
"6823","ENSG00000002746","HECW1","pontine raphe nucleus",29.7,40.3,3.1
"6824","ENSG00000002746","HECW1","postcentral gyrus",27,33.7,16.5
"6825","ENSG00000002746","HECW1","postcentral gyrus, dorsal",29.6,40.6,2
"6826","ENSG00000002746","HECW1","postcentral gyrus, middle",37.7,54.5,6.5
"6827","ENSG00000002746","HECW1","postcentral gyrus, ventral",23,34,2.8
"6828","ENSG00000002746","HECW1","posterior cingulate cortex",11.2,14.1,0.6
"6829","ENSG00000002746","HECW1","posterior cingulate cortex, dorsal",23.1,31.1,1
"6830","ENSG00000002746","HECW1","posterior cingulate cortex, ventral",27.8,39,1.2
"6831","ENSG00000002746","HECW1","posterior insular cortex",39,56.2,5.3
"6832","ENSG00000002746","HECW1","posterior thalamic nucleus",20.5,30.1,0
"6833","ENSG00000002746","HECW1","posteroventral cochlear nucleus",15.4,22.1,0
"6834","ENSG00000002746","HECW1","precentral gyrus",24.5,32.6,6.9
"6835","ENSG00000002746","HECW1","precentral gyrus, dorsal",24.7,32.4,4.1
"6836","ENSG00000002746","HECW1","precentral gyrus, middle",34.3,47.7,4.4
"6837","ENSG00000002746","HECW1","precentral gyrus, ventral",25.5,33.5,4.9
"6838","ENSG00000002746","HECW1","precuneus",28.4,39.3,1.5
"6839","ENSG00000002746","HECW1","premotor cortex, dorsal",28.4,39.6,1.1
"6840","ENSG00000002746","HECW1","premotor cortex, ventral",33.5,46.2,5.4
"6841","ENSG00000002746","HECW1","preoptic area",27,38.7,2.6
"6842","ENSG00000002746","HECW1","prepositus hypoglossal nucleus",11.8,15.9,0
"6843","ENSG00000002746","HECW1","pretectal area",26.5,36.1,0
"6844","ENSG00000002746","HECW1","principal sensory trigeminal nucleus",35.2,51.5,1
"6845","ENSG00000002746","HECW1","prostate",2.1,2.6,1.3
"6846","ENSG00000002746","HECW1","pulvinar",22.3,30,0
"6847","ENSG00000002746","HECW1","putamen",14.1,19.9,0
"6848","ENSG00000002746","HECW1","rectum",0.1,0.1,0.1
"6849","ENSG00000002746","HECW1","red nucleus",13.3,18.2,0
"6850","ENSG00000002746","HECW1","reticular pontine nucleus, caudal",14,19.5,0
"6851","ENSG00000002746","HECW1","reticular pontine nucleus, oral",15.3,21.6,0
"6852","ENSG00000002746","HECW1","reticulotegmental nucleus",15.5,21.5,0
"6853","ENSG00000002746","HECW1","retrosplenial cortex",24.4,34.7,0.3
"6854","ENSG00000002746","HECW1","salivary gland",0.1,0.2,0.4
"6855","ENSG00000002746","HECW1","seminal vesicle",0.3,0.4,0.2
"6856","ENSG00000002746","HECW1","septal nuclei",29,42,0
"6857","ENSG00000002746","HECW1","skeletal muscle",0.3,0.3,0.9
"6858","ENSG00000002746","HECW1","skin",0.8,1,0.6
"6859","ENSG00000002746","HECW1","small intestine",0.1,0.1,0.1
"6860","ENSG00000002746","HECW1","smooth muscle",0.2,0.3,0.1
"6861","ENSG00000002746","HECW1","somatomor cortex, precentral gyrus (white matter)",21.6,28.7,4
"6862","ENSG00000002746","HECW1","somatosensory cortex, postcentral gyrus, ventral (white matter)",20.2,27.1,0.8
"6863","ENSG00000002746","HECW1","spinal trigeminal nucleus, caudal",12.6,17.1,0
"6864","ENSG00000002746","HECW1","spinal trigeminal nucleus, interpolar",18,24.7,0
"6865","ENSG00000002746","HECW1","spinal trigeminal nucleus, oral",21.7,30.8,0
"6866","ENSG00000002746","HECW1","spinal vestibular nucleus",14.4,19.7,0
"6867","ENSG00000002746","HECW1","spleen",0.1,0.2,0.1
"6868","ENSG00000002746","HECW1","stomach",0.3,0.3,0.3
"6869","ENSG00000002746","HECW1","stria terminalis, bed nucleus",23.8,35.1,0.9
"6870","ENSG00000002746","HECW1","subcallosal gyrus",2.1,2.4,2.6
"6871","ENSG00000002746","HECW1","subcentral gyrus, S2",33.7,47.4,3.9
"6872","ENSG00000002746","HECW1","subcoeruleus area",26.5,38.9,2.9
"6873","ENSG00000002746","HECW1","subiculum",18.1,25.6,2.6
"6874","ENSG00000002746","HECW1","substantia nigra",24.5,33.5,0.3
"6875","ENSG00000002746","HECW1","subthalamic nucleus",12,16.7,0
"6876","ENSG00000002746","HECW1","superior colliculus",27.3,37.7,0
"6877","ENSG00000002746","HECW1","superior frontal gyrus",2.7,3.1,2.7
"6878","ENSG00000002746","HECW1","superior olive",23.9,33.8,0
"6879","ENSG00000002746","HECW1","superior parietal lobule",31,43.9,1
"6880","ENSG00000002746","HECW1","superior temporal gyrus",33.9,49.4,2.8
"6881","ENSG00000002746","HECW1","superior vestibular nucleus",13.4,19,0
"6882","ENSG00000002746","HECW1","supplementary motor cortex",30.1,41.9,3.4
"6883","ENSG00000002746","HECW1","suprachiasmatic nucleus",7.4,11.5,0
"6884","ENSG00000002746","HECW1","supramarginal gyrus",32.4,46.3,2.9
"6885","ENSG00000002746","HECW1","supraoptic nucleus",14.9,21.3,0
"6886","ENSG00000002746","HECW1","temporal cortex",10,14,3.4
"6887","ENSG00000002746","HECW1","temporal cortex (white matter)",29.2,40.5,1.4
"6888","ENSG00000002746","HECW1","temporal pole",30.9,43.8,0.3
"6889","ENSG00000002746","HECW1","temporal white matter",16,24.3,0.8
"6890","ENSG00000002746","HECW1","temporo-insular cortex, parainsular gyrus",29.4,42.2,1
"6891","ENSG00000002746","HECW1","temporo-occipital transitional zone",37.9,54.4,3.5
"6892","ENSG00000002746","HECW1","testis",3.3,4.3,1.8
"6893","ENSG00000002746","HECW1","thymus",0,0,0
"6894","ENSG00000002746","HECW1","thyroid gland",0.8,1.1,0.5
"6895","ENSG00000002746","HECW1","tongue",1.1,1.2,2.6
"6896","ENSG00000002746","HECW1","tonsil",0.2,0.3,0.2
"6897","ENSG00000002746","HECW1","transversal temporal gyrus, anterior",41.9,60.9,5.6
"6898","ENSG00000002746","HECW1","transversal temporal gyrus, posterior",35,51,3.8
"6899","ENSG00000002746","HECW1","urinary bladder",0.3,0.4,0.3
"6900","ENSG00000002746","HECW1","ventral medullary reticular nucleus",14.7,21.6,0
"6901","ENSG00000002746","HECW1","ventral periolivary nuclei",26.9,38,0
"6902","ENSG00000002746","HECW1","ventral posterolateral thalamic nucleus",22.2,30,0
"6903","ENSG00000002746","HECW1","ventral posteromedial thalamic nucleus",24.5,33.9,0
"6904","ENSG00000002746","HECW1","ventral tegmental area",14.8,20.4,0
"6905","ENSG00000002746","HECW1","ventral thalamic nuclei",20.8,27.8,0
"6906","ENSG00000002746","HECW1","ventrolateral medulla, A1/C1 cell groups",16.6,23.7,0
"6907","ENSG00000002746","HECW1","ventrolateral prefrontal cortex",1.3,1.4,2.9
"6908","ENSG00000002746","HECW1","ventrolateral tegmental area, A5 NE cell group",17.1,23.6,0
"6909","ENSG00000002746","HECW1","ventromedial nucleus",19.2,27.8,0
"6910","ENSG00000002746","HECW1","ventromedial prefrontal cortex",3.2,3.7,3
"6911","ENSG00000002746","HECW1","vermis",25.1,38.8,0
"6912","ENSG00000002746","HECW1","zona incerta",12.5,16.8,0
"6913","ENSG00000002822","MAD1L1","adipose tissue",8.6,10.2,7.9
"6914","ENSG00000002822","MAD1L1","adrenal gland",6.6,7.9,5.1
"6915","ENSG00000002822","MAD1L1","amygdala",10.2,13.5,3.7
"6916","ENSG00000002822","MAD1L1","angular gyrus",15.7,22.3,5.9
"6917","ENSG00000002822","MAD1L1","angular gyrus (white matter)",14.6,23.4,7.3
"6918","ENSG00000002822","MAD1L1","anterior cingulate cortex, supragenual-dorsal",11.8,15.8,3.7
"6919","ENSG00000002822","MAD1L1","anterior cingulate cortex, supragenual-ventral",11.7,15.6,4.7
"6920","ENSG00000002822","MAD1L1","anterior cingulate gyrus, pregenual-dorsal",4.2,4.8,6.8
"6921","ENSG00000002822","MAD1L1","anterior cingulate gyrus, pregenual-ventral",2.9,3.3,5.5
"6922","ENSG00000002822","MAD1L1","anterior cingulate gyrus, subgenual",4.4,5,6.2
"6923","ENSG00000002822","MAD1L1","anterior cochlear nucleus, ventral",11.8,16.5,5.3
"6924","ENSG00000002822","MAD1L1","anterior funiculus (white matter)",16.9,24.8,5
"6925","ENSG00000002822","MAD1L1","anterior insular cortex, dorsal",12.3,17,4.6
"6926","ENSG00000002822","MAD1L1","anterior insular cortex, ventral",14.4,21.1,4.5
"6927","ENSG00000002822","MAD1L1","anterior thalamic nucleus, ventral",13.3,18.3,5.5
"6928","ENSG00000002822","MAD1L1","appendix",14.6,19.5,11.2
"6929","ENSG00000002822","MAD1L1","arcuate nucleus",13.5,19.2,3.6
"6930","ENSG00000002822","MAD1L1","area parastriata, inferior",12.8,17.5,5.2
"6931","ENSG00000002822","MAD1L1","area parastriata, parietal",13.1,18.6,4.4
"6932","ENSG00000002822","MAD1L1","area parastriata, superior",12,16.1,5.5
"6933","ENSG00000002822","MAD1L1","area parastriata, temporal",12.6,17.6,4.7
"6934","ENSG00000002822","MAD1L1","area postrema",11.9,16.5,5.9
"6935","ENSG00000002822","MAD1L1","area striata",15.2,22.5,5
"6936","ENSG00000002822","MAD1L1","area striata (white matter)",12.6,16.5,5.7
"6937","ENSG00000002822","MAD1L1","basal amygdala",11.6,15.6,5.9
"6938","ENSG00000002822","MAD1L1","bone marrow",9.2,12.6,15
"6939","ENSG00000002822","MAD1L1","breast",5.6,6.7,4.6
"6940","ENSG00000002822","MAD1L1","caudate nucleus",12.8,17.4,4.9
"6941","ENSG00000002822","MAD1L1","central amygdala",11.3,15.1,5.4
"6942","ENSG00000002822","MAD1L1","centromedial thalamic nucleus",10.4,14.9,3.3
"6943","ENSG00000002822","MAD1L1","cerebellar cortex",11.8,18.3,3.6
"6944","ENSG00000002822","MAD1L1","cerebellar nuclei",13,18,4
"6945","ENSG00000002822","MAD1L1","cerebellar white matter",14.5,21.3,5.6
"6946","ENSG00000002822","MAD1L1","cervical spinal cord, central gray",15.7,22.6,4.4
"6947","ENSG00000002822","MAD1L1","cervical spinal cord, dorsal horn",13.9,19.5,4.5
"6948","ENSG00000002822","MAD1L1","cervical spinal cord, ventral horn",12.9,17.4,5.1
"6949","ENSG00000002822","MAD1L1","cervix",9,10.7,6
"6950","ENSG00000002822","MAD1L1","choroid plexus",10,13.1,4.3
"6951","ENSG00000002822","MAD1L1","claustrum",14.9,20.6,5.9
"6952","ENSG00000002822","MAD1L1","colon",5.5,6.8,5.7
"6953","ENSG00000002822","MAD1L1","corpus callosum, genu (white matter)",16.8,26.9,5.6
"6954","ENSG00000002822","MAD1L1","corpus callosum, splenium (white matter)",16.3,24.8,7.1
"6955","ENSG00000002822","MAD1L1","corticomedial amygdala",11,14.8,4.8
"6956","ENSG00000002822","MAD1L1","cuneate nuclei",15.4,21.4,7
"6957","ENSG00000002822","MAD1L1","cuneiform nucleus",13.1,17.9,6
"6958","ENSG00000002822","MAD1L1","dentate gyrus",10.9,15,4.6
"6959","ENSG00000002822","MAD1L1","dorsal cochlear nucleus",12.8,17.4,5.2
"6960","ENSG00000002822","MAD1L1","dorsal funiculus (white matter)",15.8,23.4,5
"6961","ENSG00000002822","MAD1L1","dorsal medullary reticular nucleus",15.1,21.5,5.7
"6962","ENSG00000002822","MAD1L1","dorsal motor vagal complex",12.2,16.1,5.4
"6963","ENSG00000002822","MAD1L1","dorsal raphe nucleus",11.9,16.7,4
"6964","ENSG00000002822","MAD1L1","dorsal tegmental nucleus",13.1,20,4.7
"6965","ENSG00000002822","MAD1L1","dorsolateral prefrontal cortex",2,2.3,3.5
"6966","ENSG00000002822","MAD1L1","dorsolateral tegmental area",16.9,24.8,6.7
"6967","ENSG00000002822","MAD1L1","dorsomedial nucleus",13.4,19.5,4.3
"6968","ENSG00000002822","MAD1L1","dorsomedial prefrontal cortex",2.5,2.9,3.9
"6969","ENSG00000002822","MAD1L1","duodenum",6,7.6,6.1
"6970","ENSG00000002822","MAD1L1","endometrium",8.9,11.2,5.4
"6971","ENSG00000002822","MAD1L1","entorhinal gyrus",12.9,17.9,5.1
"6972","ENSG00000002822","MAD1L1","epididymis",3,3.8,2.6
"6973","ENSG00000002822","MAD1L1","esophagus",7.1,8.3,6.8
"6974","ENSG00000002822","MAD1L1","fallopian tube",8.4,10.1,5.2
"6975","ENSG00000002822","MAD1L1","flocculonodular lobe",11.7,18,4
"6976","ENSG00000002822","MAD1L1","frontal cortex",2.3,2.7,3.7
"6977","ENSG00000002822","MAD1L1","frontal eye field",13.3,18.5,4.2
"6978","ENSG00000002822","MAD1L1","frontal operculum",15.8,23.1,4.4
"6979","ENSG00000002822","MAD1L1","frontomarginal cortex",2.5,2.9,3.9
"6980","ENSG00000002822","MAD1L1","frontopolar cortex",2.6,3,3
"6981","ENSG00000002822","MAD1L1","fusiform gyrus",14.2,20.4,5
"6982","ENSG00000002822","MAD1L1","fusiform gyrus (white matter)",17.4,24.5,7.7
"6983","ENSG00000002822","MAD1L1","gallbladder",7.4,9.3,4.8
"6984","ENSG00000002822","MAD1L1","gigantocellular reticular nuclei, medullary",11.2,15.1,4.8
"6985","ENSG00000002822","MAD1L1","gigantocellular reticular nuclei, pars",14.3,20.3,5.6
"6986","ENSG00000002822","MAD1L1","globus pallidus, externus",15.8,22,6.9
"6987","ENSG00000002822","MAD1L1","globus pallidus, internus",15,21.5,6
"6988","ENSG00000002822","MAD1L1","gyrus rectus",1.6,1.9,2.9
"6989","ENSG00000002822","MAD1L1","habenula",11.3,16,3.3
"6990","ENSG00000002822","MAD1L1","heart muscle",3.7,4.1,5.9
"6991","ENSG00000002822","MAD1L1","hippocampus",10.5,14.3,4.2
"6992","ENSG00000002822","MAD1L1","hippocampus, CA1",12.5,17.9,4.3
"6993","ENSG00000002822","MAD1L1","hippocampus, CA2",12.9,18.2,5
"6994","ENSG00000002822","MAD1L1","hippocampus, CA3",10.8,14.9,4.6
"6995","ENSG00000002822","MAD1L1","inferior colliculus",13.9,19.7,4.6
"6996","ENSG00000002822","MAD1L1","inferior frontal gyrus, opercular",8.9,11.8,5
"6997","ENSG00000002822","MAD1L1","inferior frontal gyrus, orbital",4.7,5.5,6.6
"6998","ENSG00000002822","MAD1L1","inferior frontal gyrus, triangular",4.9,5.7,6.4
"6999","ENSG00000002822","MAD1L1","inferior olive",12.2,16.2,6
"7000","ENSG00000002822","MAD1L1","inferior parietal lobule",12.2,17.1,4.4
"7001","ENSG00000002822","MAD1L1","inferior temporal gyrus",13.2,19.1,4.3
"7002","ENSG00000002822","MAD1L1","intraparietal deep sulcus",12.6,17.5,4.9
"7003","ENSG00000002822","MAD1L1","kidney",3.8,4.4,3.5
"7004","ENSG00000002822","MAD1L1","Kolliker-Fuse nucleus",11,15.4,4.5
"7005","ENSG00000002822","MAD1L1","lateral amygdala",12.3,16.2,6.3
"7006","ENSG00000002822","MAD1L1","lateral funiculus (white matter)",15.8,22.6,4.3
"7007","ENSG00000002822","MAD1L1","lateral geniculate body",10.4,13.9,4.3
"7008","ENSG00000002822","MAD1L1","lateral hypothalamic area",13.9,19.5,4.4
"7009","ENSG00000002822","MAD1L1","lateral lemniscal nuclei",11.7,16.3,4.5
"7010","ENSG00000002822","MAD1L1","lateral medullary reticular nucleus",13.6,19,5.2
"7011","ENSG00000002822","MAD1L1","lateral parabrachial nucleus",16.1,23.7,5.8
"7012","ENSG00000002822","MAD1L1","lateral thalamic nuclei",8.8,11.4,3.8
"7013","ENSG00000002822","MAD1L1","lateral vestibular nucleus",15.1,20.8,8
"7014","ENSG00000002822","MAD1L1","lingual gyrus",13.3,19,4.9
"7015","ENSG00000002822","MAD1L1","liver",2.2,2.5,4.3
"7016","ENSG00000002822","MAD1L1","locus coeruleus",12.4,17,4.5
"7017","ENSG00000002822","MAD1L1","lung",10.6,13.2,7.2
"7018","ENSG00000002822","MAD1L1","lymph node",19.5,25.4,17.9
"7019","ENSG00000002822","MAD1L1","mamillary body",15.5,21.4,6
"7020","ENSG00000002822","MAD1L1","medial dorsal thalamic nucleus",9,11.9,3.2
"7021","ENSG00000002822","MAD1L1","medial geniculate body",9.9,13.3,4.4
"7022","ENSG00000002822","MAD1L1","medial olivary nucleus",13.6,19.7,5.3
"7023","ENSG00000002822","MAD1L1","medial parabrachial nucleus",18.4,25.9,7.5
"7024","ENSG00000002822","MAD1L1","medial periolivary nuclei",13.2,18.6,5.3
"7025","ENSG00000002822","MAD1L1","medial vestibular nucleus",12.5,16.9,5.1
"7026","ENSG00000002822","MAD1L1","median raphe nucleus",10.5,14.2,4.2
"7027","ENSG00000002822","MAD1L1","middle cingulate cortex",12.7,16.9,5.4
"7028","ENSG00000002822","MAD1L1","middle frontal gyrus",6.5,8.6,3.8
"7029","ENSG00000002822","MAD1L1","middle temporal gyrus",13.3,19.5,4.4
"7030","ENSG00000002822","MAD1L1","motor facial nucleus",12.1,16.7,4.8
"7031","ENSG00000002822","MAD1L1","motor hypoglossal nucleus",12.8,19.3,5.7
"7032","ENSG00000002822","MAD1L1","motor trigeminal nucleus",14.2,20.3,5.7
"7033","ENSG00000002822","MAD1L1","nuclei of the trapezoid body",11.4,15.9,3.8
"7034","ENSG00000002822","MAD1L1","nucleus accumbens",14.4,20.7,4.7
"7035","ENSG00000002822","MAD1L1","nucleus ambiguus",18,27.4,7.2
"7036","ENSG00000002822","MAD1L1","nucleus basalis of Meynert",15.2,20.8,7
"7037","ENSG00000002822","MAD1L1","nucleus cuneatus",13,17.2,7.1
"7038","ENSG00000002822","MAD1L1","nucleus gracilis",14,18.8,6.8
"7039","ENSG00000002822","MAD1L1","nucleus of the diagonal band",12.1,17.8,2.9
"7040","ENSG00000002822","MAD1L1","nucleus raphe magnus",11.3,15.6,4.2
"7041","ENSG00000002822","MAD1L1","nucleus raphe obscurus",14.6,21.5,5.2
"7042","ENSG00000002822","MAD1L1","nucleus raphe pallidus",15.2,22.5,5.3
"7043","ENSG00000002822","MAD1L1","nucleus reuniens",15.3,21.2,5.9
"7044","ENSG00000002822","MAD1L1","nucleus rhomboideus",11.2,14.9,4.9
"7045","ENSG00000002822","MAD1L1","nucleus tractus solitarii",11.5,16.2,3.8
"7046","ENSG00000002822","MAD1L1","occipital cortex",13.1,17.7,5.3
"7047","ENSG00000002822","MAD1L1","occipital cortex (white matter)",12.2,16.4,2.9
"7048","ENSG00000002822","MAD1L1","olfactory area",14,20,3.9
"7049","ENSG00000002822","MAD1L1","olfactory tubercle",12.3,17.5,3.8
"7050","ENSG00000002822","MAD1L1","orbitofrontal gyrus, anterior",5,6.6,4.8
"7051","ENSG00000002822","MAD1L1","orbitofrontal gyrus, lateral",4.3,5,6
"7052","ENSG00000002822","MAD1L1","orbitofrontal gyrus, medial",1.7,1.9,2.8
"7053","ENSG00000002822","MAD1L1","orbitofrontal gyrus, posterior",4.3,5,6.3
"7054","ENSG00000002822","MAD1L1","ovary",6.2,7.6,5.1
"7055","ENSG00000002822","MAD1L1","pancreas",1.1,1.4,5.7
"7056","ENSG00000002822","MAD1L1","paracentral lobule, anterior",11.8,15.9,4
"7057","ENSG00000002822","MAD1L1","paracentral lobule, posterior",11.2,14.9,4.5
"7058","ENSG00000002822","MAD1L1","parahippocampal cortex",11.2,15.3,4.3
"7059","ENSG00000002822","MAD1L1","parahippocampal cortex (white matter)",14.4,21.1,4.3
"7060","ENSG00000002822","MAD1L1","paramedian reticular nucleus",11.6,16.3,3.5
"7061","ENSG00000002822","MAD1L1","parathyroid gland",5.2,6.2,4.2
"7062","ENSG00000002822","MAD1L1","paraventricular nucleus",17.3,25.1,6.1
"7063","ENSG00000002822","MAD1L1","parietal cortex",2.6,3,3.7
"7064","ENSG00000002822","MAD1L1","parietal operculum",10.4,13.8,3.8
"7065","ENSG00000002822","MAD1L1","parieto-insular cortex",14,19.8,5.2
"7066","ENSG00000002822","MAD1L1","parieto-occipital transitional area",13.7,19.1,5.7
"7067","ENSG00000002822","MAD1L1","parieto-temporal junction (white matter)",19.1,30.8,8.1
"7068","ENSG00000002822","MAD1L1","parvicellular reticular nuclei",13.6,18.9,6
"7069","ENSG00000002822","MAD1L1","parvicellular reticular nuclei, medullary",16.3,22.2,6.6
